Timestamp,Year,Feelings,Gender,Age,Location,Relationship,Finance,Adjustment,Understanding,Study_pressure,Result,Living,Support,Social_media,Inferiority,Meal,Sick,Recreation,Sleep,Scale
1/16/2021 23:46,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:47,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:47,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:47,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:47,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:47,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:47,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:47,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:47,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:47,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:47,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:47,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:47,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:47,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:47,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:47,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:47,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:47,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:47,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:47,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:47,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:48,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:48,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:49,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:49,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:49,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:49,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:49,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:49,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:49,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:49,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:50,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:51,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:52,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:53,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:53,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:53,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:53,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:53,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:53,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:53,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:54,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:54,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:54,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:54,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:54,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:54,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:54,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:54,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:54,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:54,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:54,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:54,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:55,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:55,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:55,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:55,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:55,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:55,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:55,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:55,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:55,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:55,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:55,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:55,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:55,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:55,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:55,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:55,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:55,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:55,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:55,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:56,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:56,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:56,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:56,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:56,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:56,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:56,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:56,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:56,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:56,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:56,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:56,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:56,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:56,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:56,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:56,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:56,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:56,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:56,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:56,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:57,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:57,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:57,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:57,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:57,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:57,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:57,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:57,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:57,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:57,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:57,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:57,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:57,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:57,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:57,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:57,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:57,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:58,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:58,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:58,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:58,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:58,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:58,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:58,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:58,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:58,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:58,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:58,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:58,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:58,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:58,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:58,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:58,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:58,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:58,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:58,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:59,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:59,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:59,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:59,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:59,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:59,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:59,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:59,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:59,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:59,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:59,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/16/2021 23:59,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:59,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/16/2021 23:59,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/16/2021 23:59,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/16/2021 23:59,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/16/2021 23:59,3rd year,Good,Female,21,Department,Single,Yes,4,Good,Yes,Yes,Yes,Friends,Yes,No,Yes,No,Yes,6,75
1/17/2021 0:00,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:00,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:00,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/17/2021 0:00,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:00,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/17/2021 0:00,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/17/2021 0:00,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:00,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:00,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/17/2021 0:00,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:01,1st year,Very bad,Female,19,Department,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,5
1/17/2021 0:01,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/17/2021 0:01,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/17/2021 0:01,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:01,1st year,Very bad,Female,19,Department,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,5
1/17/2021 0:01,1st year,Very bad,Female,19,Department,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,5
1/17/2021 0:01,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/17/2021 0:01,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:01,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:01,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/17/2021 0:02,1st year,Very bad,Female,19,Department,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,5
1/17/2021 0:02,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:02,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:02,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/17/2021 0:02,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/17/2021 0:02,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:02,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/17/2021 0:02,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:02,1st year,Very bad,Female,19,Department,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,5
1/17/2021 0:02,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/17/2021 0:02,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:02,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:02,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:02,1st year,Very bad,Female,19,Department,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,5
1/17/2021 0:02,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/17/2021 0:02,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:02,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/17/2021 0:02,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
1/17/2021 0:02,2nd year,Bad,Male,20,Hall-Mess,It's complicated,Yes,2,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,3,30
1/17/2021 0:03,1st year,Very bad,Female,19,Department,In a relationship,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,2,5
1/17/2021 0:03,1st year,Very bad,Male,19,Home,Broken Up,No,1,Bad,Yes,No,No,No one,No,Yes,No,Yes,No,1,5
1/17/2021 0:03,3rd year,Normal,Female,21,Department,In a relationship,No,3,Normal,No,Yes,No,Friends,No,No,Yes,No,No,5,55
1/17/2021 0:03,4th year,Very good,Male,23,Hall-Mess,Single,Yes,5,Good,No,Yes,Yes,Family,Yes,No,Yes,No,Yes,8,85
